BFS_NR_GEMEINDE;GEMEINDE_NAME;BEZIRK_NR;BEZIRK_NAME;JAHR;STAATSANGEHOERIGKEIT_CODE;STAATSANGEHOERIGKEIT_BEZEICHNUNG;ANZAHL_PERSONEN
4791;Wuppenau;2015;Bezirk Weinfelden;2019;0;Sonstige (inkl. ausländische Staatsangehörigkeit unbekannt);29; 
4801;Berlingen;2012;Bezirk Frauenfeld;2019;8207;Deutschland;152; 
4801;Berlingen;2012;Bezirk Frauenfeld;2019;8218;Italien;20; 
4801;Berlingen;2012;Bezirk Frauenfeld;2019;8231;Portugal;5; 
4801;Berlingen;2012;Bezirk Frauenfeld;2019;0;Sonstige (inkl. ausländische Staatsangehörigkeit unbekannt);47; 
4806;Eschenz;2012;Bezirk Frauenfeld;2019;8207;Deutschland;155; 
4806;Eschenz;2012;Bezirk Frauenfeld;2019;8218;Italien;40; 
4806;Eschenz;2012;Bezirk Frauenfeld;2019;8255;Mazedonien;16; 
4806;Eschenz;2012;Bezirk Frauenfeld;2019;8231;Portugal;24; 
4806;Eschenz;2012;Bezirk Frauenfeld;2019;0;Sonstige (inkl. ausländische Staatsangehörigkeit unbekannt);126; 
4811;Herdern;2012;Bezirk Frauenfeld;2019;8207;Deutschland;49; 
4811;Herdern;2012;Bezirk Frauenfeld;2019;8218;Italien;4; 
4811;Herdern;2012;Bezirk Frauenfeld;2019;8255;Mazedonien;6; 
4811;Herdern;2012;Bezirk Frauenfeld;2019;8231;Portugal;10; 
4811;Herdern;2012;Bezirk Frauenfeld;2019;0;Sonstige (inkl. ausländische Staatsangehörigkeit unbekannt);46; 
4816;Homburg;2012;Bezirk Frauenfeld;2019;8207;Deutschland;74; 
4816;Homburg;2012;Bezirk Frauenfeld;2019;8218;Italien;11; 
4816;Homburg;2012;Bezirk Frauenfeld;2019;8231;Portugal;8; 
4816;Homburg;2012;Bezirk Frauenfeld;2019;0;Sonstige (inkl. ausländische Staatsangehörigkeit unbekannt);34; 
4821;Hüttwilen;2012;Bezirk Frauenfeld;2019;8207;Deutschland;95; 
4821;Hüttwilen;2012;Bezirk Frauenfeld;2019;8218;Italien;10; 
4821;Hüttwilen;2012;Bezirk Frauenfeld;2019;8255;Mazedonien;5; 
4821;Hüttwilen;2012;Bezirk Frauenfeld;2019;8231;Portugal;20; 
4821;Hüttwilen;2012;Bezirk Frauenfeld;2019;0;Sonstige (inkl. ausländische Staatsangehörigkeit unbekannt);62; 
4826;Mammern;2012;Bezirk Frauenfeld;2019;8207;Deutschland;68; 
4826;Mammern;2012;Bezirk Frauenfeld;2019;8218;Italien;6; 
4826;Mammern;2012;Bezirk Frauenfeld;2019;8255;Mazedonien;2; 
4826;Mammern;2012;Bezirk Frauenfeld;2019;8231;Portugal;52; 
4826;Mammern;2012;Bezirk Frauenfeld;2019;0;Sonstige (inkl. ausländische Staatsangehörigkeit unbekannt);51; 
4831;Müllheim;2012;Bezirk Frauenfeld;2019;8207;Deutschland;140; 
4831;Müllheim;2012;Bezirk Frauenfeld;2019;8218;Italien;72; 
4831;Müllheim;2012;Bezirk Frauenfeld;2019;8255;Mazedonien;42; 
4831;Müllheim;2012;Bezirk Frauenfeld;2019;8231;Portugal;22; 
4831;Müllheim;2012;Bezirk Frauenfeld;2019;0;Sonstige (inkl. ausländische Staatsangehörigkeit unbekannt);241; 
4841;Pfyn;2012;Bezirk Frauenfeld;2019;8207;Deutschland;70; 
4841;Pfyn;2012;Bezirk Frauenfeld;2019;8218;Italien;39; 
4841;Pfyn;2012;Bezirk Frauenfeld;2019;8255;Mazedonien;15; 
4841;Pfyn;2012;Bezirk Frauenfeld;2019;8231;Portugal;38; 
4841;Pfyn;2012;Bezirk Frauenfeld;2019;0;Sonstige (inkl. ausländische Staatsangehörigkeit unbekannt);133; 
4846;Raperswilen;2013;Bezirk Kreuzlingen;2019;8207;Deutschland;23; 
4846;Raperswilen;2013;Bezirk Kreuzlingen;2019;8218;Italien;1; 
4846;Raperswilen;2013;Bezirk Kreuzlingen;2019;8231;Portugal;1; 
4846;Raperswilen;2013;Bezirk Kreuzlingen;2019;0;Sonstige (inkl. ausländische Staatsangehörigkeit unbekannt);19; 
4851;Salenstein;2013;Bezirk Kreuzlingen;2019;8207;Deutschland;305; 
4851;Salenstein;2013;Bezirk Kreuzlingen;2019;8218;Italien;13; 
4851;Salenstein;2013;Bezirk Kreuzlingen;2019;8255;Mazedonien;2; 
4851;Salenstein;2013;Bezirk Kreuzlingen;2019;8231;Portugal;2; 
4851;Salenstein;2013;Bezirk Kreuzlingen;2019;0;Sonstige (inkl. ausländische Staatsangehörigkeit unbekannt);61; 
4864;Steckborn;2012;Bezirk Frauenfeld;2019;8207;Deutschland;449; 
4864;Steckborn;2012;Bezirk Frauenfeld;2019;8218;Italien;159; 
4864;Steckborn;2012;Bezirk Frauenfeld;2019;8255;Mazedonien;55; 
4864;Steckborn;2012;Bezirk Frauenfeld;2019;8231;Portugal;40; 
4864;Steckborn;2012;Bezirk Frauenfeld;2019;0;Sonstige (inkl. ausländische Staatsangehörigkeit unbekannt);300; 
4871;Wagenhausen;2012;Bezirk Frauenfeld;2019;8207;Deutschland;164; 
4871;Wagenhausen;2012;Bezirk Frauenfeld;2019;8218;Italien;20; 
4871;Wagenhausen;2012;Bezirk Frauenfeld;2019;8255;Mazedonien;35; 
4871;Wagenhausen;2012;Bezirk Frauenfeld;2019;8231;Portugal;23; 
4871;Wagenhausen;2012;Bezirk Frauenfeld;2019;0;Sonstige (inkl. ausländische Staatsangehörigkeit unbekannt);129; 
4881;Amlikon-Bissegg;2015;Bezirk Weinfelden;2019;8207;Deutschland;69; 
4881;Amlikon-Bissegg;2015;Bezirk Weinfelden;2019;8218;Italien;3; 
4881;Amlikon-Bissegg;2015;Bezirk Weinfelden;2019;8255;Mazedonien;1; 
4881;Amlikon-Bissegg;2015;Bezirk Weinfelden;2019;8231;Portugal;1; 
4881;Amlikon-Bissegg;2015;Bezirk Weinfelden;2019;0;Sonstige (inkl. ausländische Staatsangehörigkeit unbekannt);63; 
4891;Berg;2015;Bezirk Weinfelden;2019;8207;Deutschland;205; 
4891;Berg;2015;Bezirk Weinfelden;2019;8218;Italien;40; 
4891;Berg;2015;Bezirk Weinfelden;2019;8255;Mazedonien;20; 
4891;Berg;2015;Bezirk Weinfelden;2019;8231;Portugal;11; 
4891;Berg;2015;Bezirk Weinfelden;2019;0;Sonstige (inkl. ausländische Staatsangehörigkeit unbekannt);211; 
4901;Birwinken;2015;Bezirk Weinfelden;2019;8207;Deutschland;82; 
4901;Birwinken;2015;Bezirk Weinfelden;2019;8218;Italien;19; 
4901;Birwinken;2015;Bezirk Weinfelden;2019;8255;Mazedonien;24; 
4901;Birwinken;2015;Bezirk Weinfelden;2019;8231;Portugal;1; 
4901;Birwinken;2015;Bezirk Weinfelden;2019;0;Sonstige (inkl. ausländische Staatsangehörigkeit unbekannt);43; 
4911;Bürglen;2015;Bezirk Weinfelden;2019;8207;Deutschland;238; 
4911;Bürglen;2015;Bezirk Weinfelden;2019;8218;Italien;101; 
4911;Bürglen;2015;Bezirk Weinfelden;2019;8255;Mazedonien;203; 
4911;Bürglen;2015;Bezirk Weinfelden;2019;8231;Portugal;57; 
4911;Bürglen;2015;Bezirk Weinfelden;2019;0;Sonstige (inkl. ausländische Staatsangehörigkeit unbekannt);586; 
4921;Bussnang;2015;Bezirk Weinfelden;2019;8207;Deutschland;155; 
4921;Bussnang;2015;Bezirk Weinfelden;2019;8218;Italien;18; 
4921;Bussnang;2015;Bezirk Weinfelden;2019;8255;Mazedonien;15; 
4921;Bussnang;2015;Bezirk Weinfelden;2019;8231;Portugal;15; 
4921;Bussnang;2015;Bezirk Weinfelden;2019;0;Sonstige (inkl. ausländische Staatsangehörigkeit unbekannt);159; 
4941;Märstetten;2015;Bezirk Weinfelden;2019;8207;Deutschland;183; 
4941;Märstetten;2015;Bezirk Weinfelden;2019;8218;Italien;37; 
4941;Märstetten;2015;Bezirk Weinfelden;2019;8255;Mazedonien;49; 
4941;Märstetten;2015;Bezirk Weinfelden;2019;8231;Portugal;19; 
4941;Märstetten;2015;Bezirk Weinfelden;2019;0;Sonstige (inkl. ausländische Staatsangehörigkeit unbekannt);140; 
4946;Weinfelden;2015;Bezirk Weinfelden;2019;8207;Deutschland;507; 
4946;Weinfelden;2015;Bezirk Weinfelden;2019;8218;Italien;468; 
4946;Weinfelden;2015;Bezirk Weinfelden;2019;8255;Mazedonien;296; 
4946;Weinfelden;2015;Bezirk Weinfelden;2019;8231;Portugal;182; 
4946;Weinfelden;2015;Bezirk Weinfelden;2019;0;Sonstige (inkl. ausländische Staatsangehörigkeit unbekannt);1207; 
4951;Wigoltingen;2015;Bezirk Weinfelden;2019;8207;Deutschland;131; 
4951;Wigoltingen;2015;Bezirk Weinfelden;2019;8218;Italien;42; 
4951;Wigoltingen;2015;Bezirk Weinfelden;2019;8255;Mazedonien;19; 
4951;Wigoltingen;2015;Bezirk Weinfelden;2019;8231;Portugal;67; 
4951;Wigoltingen;2015;Bezirk Weinfelden;2019;0;Sonstige (inkl. ausländische Staatsangehörigkeit unbekannt);142; 
4401;Arbon;2011;Bezirk Arbon;2018;8207;Deutschland;988; 
4401;Arbon;2011;Bezirk Arbon;2018;8218;Italien;675; 
4401;Arbon;2011;Bezirk Arbon;2018;8255;Mazedonien;330; 
4401;Arbon;2011;Bezirk Arbon;2018;8231;Portugal;212; 
4401;Arbon;2011;Bezirk Arbon;2018;0;Sonstige (inkl. ausländische Staatsangehörigkeit unbekannt);2475; 
4406;Dozwil;2011;Bezirk Arbon;2018;8207;Deutschland;41; 
4406;Dozwil;2011;Bezirk Arbon;2018;8218;Italien;7; 
4406;Dozwil;2011;Bezirk Arbon;2018;8231;Portugal;29; 
4406;Dozwil;2011;Bezirk Arbon;2018;0;Sonstige (inkl. ausländische Staatsangehörigkeit unbekannt);29; 
4411;Egnach;2011;Bezirk Arbon;2018;8207;Deutschland;192; 
4411;Egnach;2011;Bezirk Arbon;2018;8218;Italien;109; 
4411;Egnach;2011;Bezirk Arbon;2018;8255;Mazedonien;36; 
4411;Egnach;2011;Bezirk Arbon;2018;8231;Portugal;43; 
4411;Egnach;2011;Bezirk Arbon;2018;0;Sonstige (inkl. ausländische Staatsangehörigkeit unbekannt);231; 
4416;Hefenhofen;2011;Bezirk Arbon;2018;8207;Deutschland;60; 
4416;Hefenhofen;2011;Bezirk Arbon;2018;8218;Italien;30; 
4416;Hefenhofen;2011;Bezirk Arbon;2018;8255;Mazedonien;11; 
4416;Hefenhofen;2011;Bezirk Arbon;2018;8231;Portugal;16; 
4416;Hefenhofen;2011;Bezirk Arbon;2018;0;Sonstige (inkl. ausländische Staatsangehörigkeit unbekannt);57; 
4421;Horn;2011;Bezirk Arbon;2018;8207;Deutschland;197; 
4421;Horn;2011;Bezirk Arbon;2018;8218;Italien;84; 
4421;Horn;2011;Bezirk Arbon;2018;8255;Mazedonien;8; 
4421;Horn;2011;Bezirk Arbon;2018;8231;Portugal;58; 
4421;Horn;2011;Bezirk Arbon;2018;0;Sonstige (inkl. ausländische Staatsangehörigkeit unbekannt);131; 
4426;Kesswil;2011;Bezirk Arbon;2018;8207;Deutschland;76; 
4426;Kesswil;2011;Bezirk Arbon;2018;8218;Italien;21; 
4426;Kesswil;2011;Bezirk Arbon;2018;8255;Mazedonien;12; 
4426;Kesswil;2011;Bezirk Arbon;2018;8231;Portugal;22; 
4426;Kesswil;2011;Bezirk Arbon;2018;0;Sonstige (inkl. ausländische Staatsangehörigkeit unbekannt);53; 
4431;Roggwil;2011;Bezirk Arbon;2018;8207;Deutschland;152; 
4431;Roggwil;2011;Bezirk Arbon;2018;8218;Italien;49; 
4431;Roggwil;2011;Bezirk Arbon;2018;8255;Mazedonien;8; 
4431;Roggwil;2011;Bezirk Arbon;2018;8231;Portugal;9; 
4431;Roggwil;2011;Bezirk Arbon;2018;0;Sonstige (inkl. ausländische Staatsangehörigkeit unbekannt);113; 
4436;Romanshorn;2011;Bezirk Arbon;2018;8207;Deutschland;730; 
4436;Romanshorn;2011;Bezirk Arbon;2018;8218;Italien;352; 
4436;Romanshorn;2011;Bezirk Arbon;2018;8255;Mazedonien;656; 
4436;Romanshorn;2011;Bezirk Arbon;2018;8231;Portugal;283; 
4436;Romanshorn;2011;Bezirk Arbon;2018;0;Sonstige (inkl. ausländische Staatsangehörigkeit unbekannt);1408; 
4441;Salmsach;2011;Bezirk Arbon;2018;8207;Deutschland;65; 
4441;Salmsach;2011;Bezirk Arbon;2018;8218;Italien;40; 
4441;Salmsach;2011;Bezirk Arbon;2018;8255;Mazedonien;73; 
4441;Salmsach;2011;Bezirk Arbon;2018;8231;Portugal;32; 
4441;Salmsach;2011;Bezirk Arbon;2018;0;Sonstige (inkl. ausländische Staatsangehörigkeit unbekannt);186; 
4446;Sommeri;2011;Bezirk Arbon;2018;8207;Deutschland;33; 
4446;Sommeri;2011;Bezirk Arbon;2018;8218;Italien;9; 
4446;Sommeri;2011;Bezirk Arbon;2018;8255;Mazedonien;7; 
4446;Sommeri;2011;Bezirk Arbon;2018;8231;Portugal;5; 
4446;Sommeri;2011;Bezirk Arbon;2018;0;Sonstige (inkl. ausländische Staatsangehörigkeit unbekannt);26; 
4451;Uttwil;2011;Bezirk Arbon;2018;8207;Deutschland;195; 
4451;Uttwil;2011;Bezirk Arbon;2018;8218;Italien;33; 
4451;Uttwil;2011;Bezirk Arbon;2018;8255;Mazedonien;1; 
4451;Uttwil;2011;Bezirk Arbon;2018;8231;Portugal;11; 
4451;Uttwil;2011;Bezirk Arbon;2018;0;Sonstige (inkl. ausländische Staatsangehörigkeit unbekannt);103; 
4461;Amriswil;2011;Bezirk Arbon;2018;8207;Deutschland;562; 
4461;Amriswil;2011;Bezirk Arbon;2018;8218;Italien;657; 
4461;Amriswil;2011;Bezirk Arbon;2018;8255;Mazedonien;980; 
4461;Amriswil;2011;Bezirk Arbon;2018;8231;Portugal;378; 
4461;Amriswil;2011;Bezirk Arbon;2018;0;Sonstige (inkl. ausländische Staatsangehörigkeit unbekannt);1707; 
4471;Bischofszell;2015;Bezirk Weinfelden;2018;8207;Deutschland;293; 
4471;Bischofszell;2015;Bezirk Weinfelden;2018;8218;Italien;109; 
4471;Bischofszell;2015;Bezirk Weinfelden;2018;8255;Mazedonien;233; 
4471;Bischofszell;2015;Bezirk Weinfelden;2018;8231;Portugal;291; 
4471;Bischofszell;2015;Bezirk Weinfelden;2018;0;Sonstige (inkl. ausländische Staatsangehörigkeit unbekannt);647; 
4476;Erlen;2015;Bezirk Weinfelden;2018;8207;Deutschland;258; 
4476;Erlen;2015;Bezirk Weinfelden;2018;8218;Italien;143; 
4476;Erlen;2015;Bezirk Weinfelden;2018;8255;Mazedonien;219; 
4476;Erlen;2015;Bezirk Weinfelden;2018;8231;Portugal;51; 
4476;Erlen;2015;Bezirk Weinfelden;2018;0;Sonstige (inkl. ausländische Staatsangehörigkeit unbekannt);345; 
4486;Hauptwil-Gottshaus;2015;Bezirk Weinfelden;2018;8207;Deutschland;74; 
4486;Hauptwil-Gottshaus;2015;Bezirk Weinfelden;2018;8218;Italien;30; 
4486;Hauptwil-Gottshaus;2015;Bezirk Weinfelden;2018;8231;Portugal;12; 
4486;Hauptwil-Gottshaus;2015;Bezirk Weinfelden;2018;0;Sonstige (inkl. ausländische Staatsangehörigkeit unbekannt);63; 
4495;Hohentannen;2015;Bezirk Weinfelden;2018;8207;Deutschland;11; 
4495;Hohentannen;2015;Bezirk Weinfelden;2018;8218;Italien;2; 
4495;Hohentannen;2015;Bezirk Weinfelden;2018;8255;Mazedonien;9; 
4495;Hohentannen;2015;Bezirk Weinfelden;2018;8231;Portugal;3; 
4495;Hohentannen;2015;Bezirk Weinfelden;2018;0;Sonstige (inkl. ausländische Staatsangehörigkeit unbekannt);24; 
4501;Kradolf-Schönenberg;2015;Bezirk Weinfelden;2018;8207;Deutschland;186; 
4501;Kradolf-Schönenberg;2015;Bezirk Weinfelden;2018;8218;Italien;98; 
4501;Kradolf-Schönenberg;2015;Bezirk Weinfelden;2018;8255;Mazedonien;217; 
4501;Kradolf-Schönenberg;2015;Bezirk Weinfelden;2018;8231;Portugal;17; 
4501;Kradolf-Schönenberg;2015;Bezirk Weinfelden;2018;0;Sonstige (inkl. ausländische Staatsangehörigkeit unbekannt);324; 
4506;Sulgen;2015;Bezirk Weinfelden;2018;8207;Deutschland;191; 
4506;Sulgen;2015;Bezirk Weinfelden;2018;8218;Italien;86; 
4506;Sulgen;2015;Bezirk Weinfelden;2018;8255;Mazedonien;233; 
4506;Sulgen;2015;Bezirk Weinfelden;2018;8231;Portugal;43; 
4506;Sulgen;2015;Bezirk Weinfelden;2018;0;Sonstige (inkl. ausländische Staatsangehörigkeit unbekannt);436; 
4511;Zihlschlacht-Sitterdorf;2015;Bezirk Weinfelden;2018;8207;Deutschland;137; 
4511;Zihlschlacht-Sitterdorf;2015;Bezirk Weinfelden;2018;8218;Italien;9; 
4511;Zihlschlacht-Sitterdorf;2015;Bezirk Weinfelden;2018;8255;Mazedonien;36; 
4511;Zihlschlacht-Sitterdorf;2015;Bezirk Weinfelden;2018;8231;Portugal;44; 
4511;Zihlschlacht-Sitterdorf;2015;Bezirk Weinfelden;2018;0;Sonstige (inkl. ausländische Staatsangehörigkeit unbekannt);95; 
4536;Basadingen-Schlattingen;2012;Bezirk Frauenfeld;2018;8207;Deutschland;87; 
4536;Basadingen-Schlattingen;2012;Bezirk Frauenfeld;2018;8218;Italien;8; 
4536;Basadingen-Schlattingen;2012;Bezirk Frauenfeld;2018;8255;Mazedonien;53; 
4536;Basadingen-Schlattingen;2012;Bezirk Frauenfeld;2018;8231;Portugal;41; 
4536;Basadingen-Schlattingen;2012;Bezirk Frauenfeld;2018;0;Sonstige (inkl. ausländische Staatsangehörigkeit unbekannt);87; 
4545;Diessenhofen;2012;Bezirk Frauenfeld;2018;8207;Deutschland;262; 
4545;Diessenhofen;2012;Bezirk Frauenfeld;2018;8218;Italien;220; 
4545;Diessenhofen;2012;Bezirk Frauenfeld;2018;8255;Mazedonien;121; 
4545;Diessenhofen;2012;Bezirk Frauenfeld;2018;8231;Portugal;313; 
4545;Diessenhofen;2012;Bezirk Frauenfeld;2018;0;Sonstige (inkl. ausländische Staatsangehörigkeit unbekannt);489; 
4546;Schlatt;2012;Bezirk Frauenfeld;2018;8207;Deutschland;78; 
4546;Schlatt;2012;Bezirk Frauenfeld;2018;8218;Italien;15; 
4546;Schlatt;2012;Bezirk Frauenfeld;2018;8231;Portugal;25; 
4546;Schlatt;2012;Bezirk Frauenfeld;2018;0;Sonstige (inkl. ausländische Staatsangehörigkeit unbekannt);69; 
4551;Aadorf;2014;Bezirk Münchwilen;2018;8207;Deutschland;329; 
4551;Aadorf;2014;Bezirk Münchwilen;2018;8218;Italien;296; 
4551;Aadorf;2014;Bezirk Münchwilen;2018;8255;Mazedonien;214; 
4551;Aadorf;2014;Bezirk Münchwilen;2018;8231;Portugal;62; 
4551;Aadorf;2014;Bezirk Münchwilen;2018;0;Sonstige (inkl. ausländische Staatsangehörigkeit unbekannt);485; 
4561;Felben-Wellhausen;2012;Bezirk Frauenfeld;2018;8207;Deutschland;142; 
4561;Felben-Wellhausen;2012;Bezirk Frauenfeld;2018;8218;Italien;130; 
4561;Felben-Wellhausen;2012;Bezirk Frauenfeld;2018;8255;Mazedonien;30; 
4561;Felben-Wellhausen;2012;Bezirk Frauenfeld;2018;8231;Portugal;73; 
4561;Felben-Wellhausen;2012;Bezirk Frauenfeld;2018;0;Sonstige (inkl. ausländische Staatsangehörigkeit unbekannt);171; 
4566;Frauenfeld;2012;Bezirk Frauenfeld;2018;8207;Deutschland;869; 
4566;Frauenfeld;2012;Bezirk Frauenfeld;2018;8218;Italien;1222; 
4566;Frauenfeld;2012;Bezirk Frauenfeld;2018;8255;Mazedonien;433; 
4566;Frauenfeld;2012;Bezirk Frauenfeld;2018;8231;Portugal;1148; 
4566;Frauenfeld;2012;Bezirk Frauenfeld;2018;0;Sonstige (inkl. ausländische Staatsangehörigkeit unbekannt);2328; 
4571;Gachnang;2012;Bezirk Frauenfeld;2018;8207;Deutschland;179; 
4571;Gachnang;2012;Bezirk Frauenfeld;2018;8218;Italien;138; 
4571;Gachnang;2012;Bezirk Frauenfeld;2018;8255;Mazedonien;22; 
4571;Gachnang;2012;Bezirk Frauenfeld;2018;8231;Portugal;48; 
4571;Gachnang;2012;Bezirk Frauenfeld;2018;0;Sonstige (inkl. ausländische Staatsangehörigkeit unbekannt);252; 
4590;Hüttlingen;2012;Bezirk Frauenfeld;2018;8207;Deutschland;27; 
4590;Hüttlingen;2012;Bezirk Frauenfeld;2018;8218;Italien;4; 
4590;Hüttlingen;2012;Bezirk Frauenfeld;2018;8255;Mazedonien;8; 
4590;Hüttlingen;2012;Bezirk Frauenfeld;2018;8231;Portugal;1; 
4590;Hüttlingen;2012;Bezirk Frauenfeld;2018;0;Sonstige (inkl. ausländische Staatsangehörigkeit unbekannt);48; 
4591;Matzingen;2012;Bezirk Frauenfeld;2018;8207;Deutschland;125; 
4591;Matzingen;2012;Bezirk Frauenfeld;2018;8218;Italien;136; 
4591;Matzingen;2012;Bezirk Frauenfeld;2018;8255;Mazedonien;40; 
4591;Matzingen;2012;Bezirk Frauenfeld;2018;8231;Portugal;106; 
4591;Matzingen;2012;Bezirk Frauenfeld;2018;0;Sonstige (inkl. ausländische Staatsangehörigkeit unbekannt);348; 
4601;Neunforn;2012;Bezirk Frauenfeld;2018;8207;Deutschland;35; 
4601;Neunforn;2012;Bezirk Frauenfeld;2018;8218;Italien;3; 
4601;Neunforn;2012;Bezirk Frauenfeld;2018;8231;Portugal;1; 
4601;Neunforn;2012;Bezirk Frauenfeld;2018;0;Sonstige (inkl. ausländische Staatsangehörigkeit unbekannt);36; 
4606;Stettfurt;2012;Bezirk Frauenfeld;2018;8207;Deutschland;45; 
4606;Stettfurt;2012;Bezirk Frauenfeld;2018;8218;Italien;4; 
4606;Stettfurt;2012;Bezirk Frauenfeld;2018;8231;Portugal;12; 
4606;Stettfurt;2012;Bezirk Frauenfeld;2018;0;Sonstige (inkl. ausländische Staatsangehörigkeit unbekannt);36; 
4611;Thundorf;2012;Bezirk Frauenfeld;2018;8207;Deutschland;49; 
4611;Thundorf;2012;Bezirk Frauenfeld;2018;8218;Italien;7; 
4611;Thundorf;2012;Bezirk Frauenfeld;2018;8255;Mazedonien;6; 
4611;Thundorf;2012;Bezirk Frauenfeld;2018;8231;Portugal;6; 
4611;Thundorf;2012;Bezirk Frauenfeld;2018;0;Sonstige (inkl. ausländische Staatsangehörigkeit unbekannt);42; 
4616;Uesslingen-Buch;2012;Bezirk Frauenfeld;2018;8207;Deutschland;45; 
4616;Uesslingen-Buch;2012;Bezirk Frauenfeld;2018;8218;Italien;4; 
4616;Uesslingen-Buch;2012;Bezirk Frauenfeld;2018;8255;Mazedonien;6; 
4616;Uesslingen-Buch;2012;Bezirk Frauenfeld;2018;8231;Portugal;2; 
4616;Uesslingen-Buch;2012;Bezirk Frauenfeld;2018;0;Sonstige (inkl. ausländische Staatsangehörigkeit unbekannt);36; 
4621;Warth-Weiningen;2012;Bezirk Frauenfeld;2018;8207;Deutschland;69; 
4621;Warth-Weiningen;2012;Bezirk Frauenfeld;2018;8218;Italien;12; 
4621;Warth-Weiningen;2012;Bezirk Frauenfeld;2018;8231;Portugal;19; 
4621;Warth-Weiningen;2012;Bezirk Frauenfeld;2018;0;Sonstige (inkl. ausländische Staatsangehörigkeit unbekannt);49; 
4641;Altnau;2013;Bezirk Kreuzlingen;2018;8207;Deutschland;274; 
4641;Altnau;2013;Bezirk Kreuzlingen;2018;8218;Italien;60; 
4641;Altnau;2013;Bezirk Kreuzlingen;2018;8255;Mazedonien;11; 
4641;Altnau;2013;Bezirk Kreuzlingen;2018;8231;Portugal;8; 
4641;Altnau;2013;Bezirk Kreuzlingen;2018;0;Sonstige (inkl. ausländische Staatsangehörigkeit unbekannt);98; 
4643;Bottighofen;2013;Bezirk Kreuzlingen;2018;8207;Deutschland;566; 
4643;Bottighofen;2013;Bezirk Kreuzlingen;2018;8218;Italien;40; 
4643;Bottighofen;2013;Bezirk Kreuzlingen;2018;8255;Mazedonien;10; 
4643;Bottighofen;2013;Bezirk Kreuzlingen;2018;8231;Portugal;2; 
4643;Bottighofen;2013;Bezirk Kreuzlingen;2018;0;Sonstige (inkl. ausländische Staatsangehörigkeit unbekannt);118; 
4646;Ermatingen;2013;Bezirk Kreuzlingen;2018;8207;Deutschland;769; 
4646;Ermatingen;2013;Bezirk Kreuzlingen;2018;8218;Italien;84; 
4646;Ermatingen;2013;Bezirk Kreuzlingen;2018;8255;Mazedonien;25; 
4646;Ermatingen;2013;Bezirk Kreuzlingen;2018;8231;Portugal;33; 
4646;Ermatingen;2013;Bezirk Kreuzlingen;2018;0;Sonstige (inkl. ausländische Staatsangehörigkeit unbekannt);176; 
4651;Gottlieben;2013;Bezirk Kreuzlingen;2018;8207;Deutschland;118; 
4651;Gottlieben;2013;Bezirk Kreuzlingen;2018;8218;Italien;5; 
4651;Gottlieben;2013;Bezirk Kreuzlingen;2018;8231;Portugal;3; 
4651;Gottlieben;2013;Bezirk Kreuzlingen;2018;0;Sonstige (inkl. ausländische Staatsangehörigkeit unbekannt);7; 
4656;Güttingen;2013;Bezirk Kreuzlingen;2018;8207;Deutschland;198; 
4656;Güttingen;2013;Bezirk Kreuzlingen;2018;8218;Italien;18; 
4656;Güttingen;2013;Bezirk Kreuzlingen;2018;8255;Mazedonien;20; 
4656;Güttingen;2013;Bezirk Kreuzlingen;2018;8231;Portugal;1; 
4656;Güttingen;2013;Bezirk Kreuzlingen;2018;0;Sonstige (inkl. ausländische Staatsangehörigkeit unbekannt);81; 
4666;Kemmental;2013;Bezirk Kreuzlingen;2018;8207;Deutschland;274; 
4666;Kemmental;2013;Bezirk Kreuzlingen;2018;8218;Italien;52; 
4666;Kemmental;2013;Bezirk Kreuzlingen;2018;8255;Mazedonien;7; 
4666;Kemmental;2013;Bezirk Kreuzlingen;2018;8231;Portugal;9; 
4666;Kemmental;2013;Bezirk Kreuzlingen;2018;0;Sonstige (inkl. ausländische Staatsangehörigkeit unbekannt);131; 
4671;Kreuzlingen;2013;Bezirk Kreuzlingen;2018;8207;Deutschland;6406; 
4671;Kreuzlingen;2013;Bezirk Kreuzlingen;2018;8218;Italien;1328; 
4671;Kreuzlingen;2013;Bezirk Kreuzlingen;2018;8255;Mazedonien;1067; 
4671;Kreuzlingen;2013;Bezirk Kreuzlingen;2018;8231;Portugal;253; 
4671;Kreuzlingen;2013;Bezirk Kreuzlingen;2018;0;Sonstige (inkl. ausländische Staatsangehörigkeit unbekannt);3047; 
4681;Langrickenbach;2013;Bezirk Kreuzlingen;2018;8207;Deutschland;168; 
4681;Langrickenbach;2013;Bezirk Kreuzlingen;2018;8218;Italien;14; 
4681;Langrickenbach;2013;Bezirk Kreuzlingen;2018;8255;Mazedonien;1; 
4681;Langrickenbach;2013;Bezirk Kreuzlingen;2018;8231;Portugal;5; 
4681;Langrickenbach;2013;Bezirk Kreuzlingen;2018;0;Sonstige (inkl. ausländische Staatsangehörigkeit unbekannt);38; 
4683;Lengwil;2013;Bezirk Kreuzlingen;2018;8207;Deutschland;286; 
4683;Lengwil;2013;Bezirk Kreuzlingen;2018;8218;Italien;60; 
4683;Lengwil;2013;Bezirk Kreuzlingen;2018;8255;Mazedonien;14; 
4683;Lengwil;2013;Bezirk Kreuzlingen;2018;8231;Portugal;6; 
4683;Lengwil;2013;Bezirk Kreuzlingen;2018;0;Sonstige (inkl. ausländische Staatsangehörigkeit unbekannt);85; 
