BFS_NR_GEMEINDE;GEMEINDE_NAME;BEZIRK_NR;BEZIRK_NAME;JAHR;GESCHLECHT_CODE;GESCHLECHT_BEZEICHNUNG;NATIONALITAET_CODE;NATIONALITAET_BEZEICHNUNG;ANZAHL_PERSONEN
4846;Raperswilen;2013;Bezirk Kreuzlingen;2019;2;Weiblich;2;Ausland;19; 
4851;Salenstein;2013;Bezirk Kreuzlingen;2019;1;Männlich;1;Schweiz;482; 
4851;Salenstein;2013;Bezirk Kreuzlingen;2019;1;Männlich;2;Ausland;195; 
4851;Salenstein;2013;Bezirk Kreuzlingen;2019;2;Weiblich;1;Schweiz;499; 
4851;Salenstein;2013;Bezirk Kreuzlingen;2019;2;Weiblich;2;Ausland;188; 
4864;Steckborn;2012;Bezirk Frauenfeld;2019;1;Männlich;1;Schweiz;1330; 
4864;Steckborn;2012;Bezirk Frauenfeld;2019;1;Männlich;2;Ausland;582; 
4864;Steckborn;2012;Bezirk Frauenfeld;2019;2;Weiblich;1;Schweiz;1403; 
4864;Steckborn;2012;Bezirk Frauenfeld;2019;2;Weiblich;2;Ausland;421; 
4871;Wagenhausen;2012;Bezirk Frauenfeld;2019;1;Männlich;1;Schweiz;649; 
4871;Wagenhausen;2012;Bezirk Frauenfeld;2019;1;Männlich;2;Ausland;198; 
4871;Wagenhausen;2012;Bezirk Frauenfeld;2019;2;Weiblich;1;Schweiz;691; 
4871;Wagenhausen;2012;Bezirk Frauenfeld;2019;2;Weiblich;2;Ausland;173; 
4881;Amlikon-Bissegg;2015;Bezirk Weinfelden;2019;1;Männlich;1;Schweiz;601; 
4881;Amlikon-Bissegg;2015;Bezirk Weinfelden;2019;1;Männlich;2;Ausland;82; 
4881;Amlikon-Bissegg;2015;Bezirk Weinfelden;2019;2;Weiblich;1;Schweiz;595; 
4881;Amlikon-Bissegg;2015;Bezirk Weinfelden;2019;2;Weiblich;2;Ausland;55; 
4891;Berg;2015;Bezirk Weinfelden;2019;1;Männlich;1;Schweiz;1477; 
4891;Berg;2015;Bezirk Weinfelden;2019;1;Männlich;2;Ausland;258; 
4891;Berg;2015;Bezirk Weinfelden;2019;2;Weiblich;1;Schweiz;1480; 
4891;Berg;2015;Bezirk Weinfelden;2019;2;Weiblich;2;Ausland;229; 
4901;Birwinken;2015;Bezirk Weinfelden;2019;1;Männlich;1;Schweiz;568; 
4901;Birwinken;2015;Bezirk Weinfelden;2019;1;Männlich;2;Ausland;81; 
4901;Birwinken;2015;Bezirk Weinfelden;2019;2;Weiblich;1;Schweiz;603; 
4901;Birwinken;2015;Bezirk Weinfelden;2019;2;Weiblich;2;Ausland;88; 
4911;Bürglen;2015;Bezirk Weinfelden;2019;1;Männlich;1;Schweiz;1343; 
4911;Bürglen;2015;Bezirk Weinfelden;2019;1;Männlich;2;Ausland;668; 
4911;Bürglen;2015;Bezirk Weinfelden;2019;2;Weiblich;1;Schweiz;1421; 
4911;Bürglen;2015;Bezirk Weinfelden;2019;2;Weiblich;2;Ausland;517; 
4921;Bussnang;2015;Bezirk Weinfelden;2019;1;Männlich;1;Schweiz;1054; 
4921;Bussnang;2015;Bezirk Weinfelden;2019;1;Männlich;2;Ausland;220; 
4921;Bussnang;2015;Bezirk Weinfelden;2019;2;Weiblich;1;Schweiz;1036; 
4921;Bussnang;2015;Bezirk Weinfelden;2019;2;Weiblich;2;Ausland;142; 
4941;Märstetten;2015;Bezirk Weinfelden;2019;1;Männlich;1;Schweiz;1223; 
4941;Märstetten;2015;Bezirk Weinfelden;2019;1;Männlich;2;Ausland;232; 
4941;Märstetten;2015;Bezirk Weinfelden;2019;2;Weiblich;1;Schweiz;1233; 
4941;Märstetten;2015;Bezirk Weinfelden;2019;2;Weiblich;2;Ausland;196; 
4946;Weinfelden;2015;Bezirk Weinfelden;2019;1;Männlich;1;Schweiz;4421; 
4946;Weinfelden;2015;Bezirk Weinfelden;2019;1;Männlich;2;Ausland;1446; 
4946;Weinfelden;2015;Bezirk Weinfelden;2019;2;Weiblich;1;Schweiz;4478; 
4946;Weinfelden;2015;Bezirk Weinfelden;2019;2;Weiblich;2;Ausland;1214; 
4951;Wigoltingen;2015;Bezirk Weinfelden;2019;1;Männlich;1;Schweiz;1045; 
4951;Wigoltingen;2015;Bezirk Weinfelden;2019;1;Männlich;2;Ausland;225; 
4951;Wigoltingen;2015;Bezirk Weinfelden;2019;2;Weiblich;1;Schweiz;1010; 
4951;Wigoltingen;2015;Bezirk Weinfelden;2019;2;Weiblich;2;Ausland;176; 
4401;Arbon;2011;Bezirk Arbon;2018;1;Männlich;1;Schweiz;4758; 
4401;Arbon;2011;Bezirk Arbon;2018;1;Männlich;2;Ausland;2510; 
4401;Arbon;2011;Bezirk Arbon;2018;2;Weiblich;1;Schweiz;5095; 
4401;Arbon;2011;Bezirk Arbon;2018;2;Weiblich;2;Ausland;2170; 
4406;Dozwil;2011;Bezirk Arbon;2018;1;Männlich;1;Schweiz;292; 
4406;Dozwil;2011;Bezirk Arbon;2018;1;Männlich;2;Ausland;61; 
4406;Dozwil;2011;Bezirk Arbon;2018;2;Weiblich;1;Schweiz;297; 
4406;Dozwil;2011;Bezirk Arbon;2018;2;Weiblich;2;Ausland;45; 
4411;Egnach;2011;Bezirk Arbon;2018;1;Männlich;1;Schweiz;2082; 
4411;Egnach;2011;Bezirk Arbon;2018;1;Männlich;2;Ausland;325; 
4411;Egnach;2011;Bezirk Arbon;2018;2;Weiblich;1;Schweiz;2009; 
4411;Egnach;2011;Bezirk Arbon;2018;2;Weiblich;2;Ausland;286; 
4416;Hefenhofen;2011;Bezirk Arbon;2018;1;Männlich;1;Schweiz;505; 
4416;Hefenhofen;2011;Bezirk Arbon;2018;1;Männlich;2;Ausland;94; 
4416;Hefenhofen;2011;Bezirk Arbon;2018;2;Weiblich;1;Schweiz;514; 
4416;Hefenhofen;2011;Bezirk Arbon;2018;2;Weiblich;2;Ausland;80; 
4421;Horn;2011;Bezirk Arbon;2018;1;Männlich;1;Schweiz;1103; 
4421;Horn;2011;Bezirk Arbon;2018;1;Männlich;2;Ausland;254; 
4421;Horn;2011;Bezirk Arbon;2018;2;Weiblich;1;Schweiz;1167; 
4421;Horn;2011;Bezirk Arbon;2018;2;Weiblich;2;Ausland;224; 
4426;Kesswil;2011;Bezirk Arbon;2018;1;Männlich;1;Schweiz;381; 
4426;Kesswil;2011;Bezirk Arbon;2018;1;Männlich;2;Ausland;90; 
4426;Kesswil;2011;Bezirk Arbon;2018;2;Weiblich;1;Schweiz;424; 
4426;Kesswil;2011;Bezirk Arbon;2018;2;Weiblich;2;Ausland;94; 
4431;Roggwil;2011;Bezirk Arbon;2018;1;Männlich;1;Schweiz;1366; 
4431;Roggwil;2011;Bezirk Arbon;2018;1;Männlich;2;Ausland;181; 
4431;Roggwil;2011;Bezirk Arbon;2018;2;Weiblich;1;Schweiz;1362; 
4431;Roggwil;2011;Bezirk Arbon;2018;2;Weiblich;2;Ausland;150; 
4436;Romanshorn;2011;Bezirk Arbon;2018;1;Männlich;1;Schweiz;3649; 
4436;Romanshorn;2011;Bezirk Arbon;2018;1;Männlich;2;Ausland;1802; 
4436;Romanshorn;2011;Bezirk Arbon;2018;2;Weiblich;1;Schweiz;4036; 
4436;Romanshorn;2011;Bezirk Arbon;2018;2;Weiblich;2;Ausland;1627; 
4441;Salmsach;2011;Bezirk Arbon;2018;1;Männlich;1;Schweiz;517; 
4441;Salmsach;2011;Bezirk Arbon;2018;1;Männlich;2;Ausland;222; 
4441;Salmsach;2011;Bezirk Arbon;2018;2;Weiblich;1;Schweiz;530; 
4441;Salmsach;2011;Bezirk Arbon;2018;2;Weiblich;2;Ausland;174; 
4446;Sommeri;2011;Bezirk Arbon;2018;1;Männlich;1;Schweiz;235; 
4446;Sommeri;2011;Bezirk Arbon;2018;1;Männlich;2;Ausland;49; 
4446;Sommeri;2011;Bezirk Arbon;2018;2;Weiblich;1;Schweiz;257; 
4446;Sommeri;2011;Bezirk Arbon;2018;2;Weiblich;2;Ausland;31; 
4451;Uttwil;2011;Bezirk Arbon;2018;1;Männlich;1;Schweiz;753; 
4451;Uttwil;2011;Bezirk Arbon;2018;1;Männlich;2;Ausland;181; 
4451;Uttwil;2011;Bezirk Arbon;2018;2;Weiblich;1;Schweiz;760; 
4451;Uttwil;2011;Bezirk Arbon;2018;2;Weiblich;2;Ausland;162; 
4461;Amriswil;2011;Bezirk Arbon;2018;1;Männlich;1;Schweiz;4433; 
4461;Amriswil;2011;Bezirk Arbon;2018;1;Männlich;2;Ausland;2286; 
4461;Amriswil;2011;Bezirk Arbon;2018;2;Weiblich;1;Schweiz;4743; 
4461;Amriswil;2011;Bezirk Arbon;2018;2;Weiblich;2;Ausland;1998; 
4471;Bischofszell;2015;Bezirk Weinfelden;2018;1;Männlich;1;Schweiz;2179; 
4471;Bischofszell;2015;Bezirk Weinfelden;2018;1;Männlich;2;Ausland;855; 
4471;Bischofszell;2015;Bezirk Weinfelden;2018;2;Weiblich;1;Schweiz;2233; 
4471;Bischofszell;2015;Bezirk Weinfelden;2018;2;Weiblich;2;Ausland;718; 
4476;Erlen;2015;Bezirk Weinfelden;2018;1;Männlich;1;Schweiz;1362; 
4476;Erlen;2015;Bezirk Weinfelden;2018;1;Männlich;2;Ausland;537; 
4476;Erlen;2015;Bezirk Weinfelden;2018;2;Weiblich;1;Schweiz;1359; 
4476;Erlen;2015;Bezirk Weinfelden;2018;2;Weiblich;2;Ausland;479; 
4486;Hauptwil-Gottshaus;2015;Bezirk Weinfelden;2018;1;Männlich;1;Schweiz;904; 
4486;Hauptwil-Gottshaus;2015;Bezirk Weinfelden;2018;1;Männlich;2;Ausland;99; 
4486;Hauptwil-Gottshaus;2015;Bezirk Weinfelden;2018;2;Weiblich;1;Schweiz;858; 
4486;Hauptwil-Gottshaus;2015;Bezirk Weinfelden;2018;2;Weiblich;2;Ausland;80; 
4495;Hohentannen;2015;Bezirk Weinfelden;2018;1;Männlich;1;Schweiz;278; 
4495;Hohentannen;2015;Bezirk Weinfelden;2018;1;Männlich;2;Ausland;25; 
4495;Hohentannen;2015;Bezirk Weinfelden;2018;2;Weiblich;1;Schweiz;259; 
4495;Hohentannen;2015;Bezirk Weinfelden;2018;2;Weiblich;2;Ausland;24; 
4501;Kradolf-Schönenberg;2015;Bezirk Weinfelden;2018;1;Männlich;1;Schweiz;1370; 
4501;Kradolf-Schönenberg;2015;Bezirk Weinfelden;2018;1;Männlich;2;Ausland;465; 
4501;Kradolf-Schönenberg;2015;Bezirk Weinfelden;2018;2;Weiblich;1;Schweiz;1372; 
4501;Kradolf-Schönenberg;2015;Bezirk Weinfelden;2018;2;Weiblich;2;Ausland;377; 
4506;Sulgen;2015;Bezirk Weinfelden;2018;1;Männlich;1;Schweiz;1385; 
4506;Sulgen;2015;Bezirk Weinfelden;2018;1;Männlich;2;Ausland;534; 
4506;Sulgen;2015;Bezirk Weinfelden;2018;2;Weiblich;1;Schweiz;1468; 
4506;Sulgen;2015;Bezirk Weinfelden;2018;2;Weiblich;2;Ausland;455; 
4511;Zihlschlacht-Sitterdorf;2015;Bezirk Weinfelden;2018;1;Männlich;1;Schweiz;1060; 
4511;Zihlschlacht-Sitterdorf;2015;Bezirk Weinfelden;2018;1;Männlich;2;Ausland;173; 
4511;Zihlschlacht-Sitterdorf;2015;Bezirk Weinfelden;2018;2;Weiblich;1;Schweiz;1004; 
4511;Zihlschlacht-Sitterdorf;2015;Bezirk Weinfelden;2018;2;Weiblich;2;Ausland;148; 
4536;Basadingen-Schlattingen;2012;Bezirk Frauenfeld;2018;1;Männlich;1;Schweiz;799; 
4536;Basadingen-Schlattingen;2012;Bezirk Frauenfeld;2018;1;Männlich;2;Ausland;142; 
4536;Basadingen-Schlattingen;2012;Bezirk Frauenfeld;2018;2;Weiblich;1;Schweiz;758; 
4536;Basadingen-Schlattingen;2012;Bezirk Frauenfeld;2018;2;Weiblich;2;Ausland;134; 
4545;Diessenhofen;2012;Bezirk Frauenfeld;2018;1;Männlich;1;Schweiz;1267; 
4545;Diessenhofen;2012;Bezirk Frauenfeld;2018;1;Männlich;2;Ausland;763; 
4545;Diessenhofen;2012;Bezirk Frauenfeld;2018;2;Weiblich;1;Schweiz;1313; 
4545;Diessenhofen;2012;Bezirk Frauenfeld;2018;2;Weiblich;2;Ausland;642; 
4546;Schlatt;2012;Bezirk Frauenfeld;2018;1;Männlich;1;Schweiz;724; 
4546;Schlatt;2012;Bezirk Frauenfeld;2018;1;Männlich;2;Ausland;96; 
4546;Schlatt;2012;Bezirk Frauenfeld;2018;2;Weiblich;1;Schweiz;787; 
4546;Schlatt;2012;Bezirk Frauenfeld;2018;2;Weiblich;2;Ausland;91; 
4551;Aadorf;2014;Bezirk Münchwilen;2018;1;Männlich;1;Schweiz;3768; 
4551;Aadorf;2014;Bezirk Münchwilen;2018;1;Männlich;2;Ausland;756; 
4551;Aadorf;2014;Bezirk Münchwilen;2018;2;Weiblich;1;Schweiz;3850; 
4551;Aadorf;2014;Bezirk Münchwilen;2018;2;Weiblich;2;Ausland;630; 
4561;Felben-Wellhausen;2012;Bezirk Frauenfeld;2018;1;Männlich;1;Schweiz;1157; 
4561;Felben-Wellhausen;2012;Bezirk Frauenfeld;2018;1;Männlich;2;Ausland;309; 
4561;Felben-Wellhausen;2012;Bezirk Frauenfeld;2018;2;Weiblich;1;Schweiz;1133; 
4561;Felben-Wellhausen;2012;Bezirk Frauenfeld;2018;2;Weiblich;2;Ausland;237; 
4566;Frauenfeld;2012;Bezirk Frauenfeld;2018;1;Männlich;1;Schweiz;9281; 
4566;Frauenfeld;2012;Bezirk Frauenfeld;2018;1;Männlich;2;Ausland;3166; 
4566;Frauenfeld;2012;Bezirk Frauenfeld;2018;2;Weiblich;1;Schweiz;10175; 
4566;Frauenfeld;2012;Bezirk Frauenfeld;2018;2;Weiblich;2;Ausland;2834; 
4571;Gachnang;2012;Bezirk Frauenfeld;2018;1;Männlich;1;Schweiz;1836; 
4571;Gachnang;2012;Bezirk Frauenfeld;2018;1;Männlich;2;Ausland;361; 
4571;Gachnang;2012;Bezirk Frauenfeld;2018;2;Weiblich;1;Schweiz;1872; 
4571;Gachnang;2012;Bezirk Frauenfeld;2018;2;Weiblich;2;Ausland;278; 
4590;Hüttlingen;2012;Bezirk Frauenfeld;2018;1;Männlich;1;Schweiz;396; 
4590;Hüttlingen;2012;Bezirk Frauenfeld;2018;1;Männlich;2;Ausland;47; 
4590;Hüttlingen;2012;Bezirk Frauenfeld;2018;2;Weiblich;1;Schweiz;359; 
4590;Hüttlingen;2012;Bezirk Frauenfeld;2018;2;Weiblich;2;Ausland;41; 
4591;Matzingen;2012;Bezirk Frauenfeld;2018;1;Männlich;1;Schweiz;1059; 
4591;Matzingen;2012;Bezirk Frauenfeld;2018;1;Männlich;2;Ausland;428; 
4591;Matzingen;2012;Bezirk Frauenfeld;2018;2;Weiblich;1;Schweiz;1081; 
4591;Matzingen;2012;Bezirk Frauenfeld;2018;2;Weiblich;2;Ausland;327; 
4601;Neunforn;2012;Bezirk Frauenfeld;2018;1;Männlich;1;Schweiz;492; 
4601;Neunforn;2012;Bezirk Frauenfeld;2018;1;Männlich;2;Ausland;38; 
4601;Neunforn;2012;Bezirk Frauenfeld;2018;2;Weiblich;1;Schweiz;465; 
4601;Neunforn;2012;Bezirk Frauenfeld;2018;2;Weiblich;2;Ausland;37; 
4606;Stettfurt;2012;Bezirk Frauenfeld;2018;1;Männlich;1;Schweiz;553; 
4606;Stettfurt;2012;Bezirk Frauenfeld;2018;1;Männlich;2;Ausland;53; 
4606;Stettfurt;2012;Bezirk Frauenfeld;2018;2;Weiblich;1;Schweiz;557; 
4606;Stettfurt;2012;Bezirk Frauenfeld;2018;2;Weiblich;2;Ausland;44; 
4611;Thundorf;2012;Bezirk Frauenfeld;2018;1;Männlich;1;Schweiz;678; 
4611;Thundorf;2012;Bezirk Frauenfeld;2018;1;Männlich;2;Ausland;66; 
4611;Thundorf;2012;Bezirk Frauenfeld;2018;2;Weiblich;1;Schweiz;648; 
4611;Thundorf;2012;Bezirk Frauenfeld;2018;2;Weiblich;2;Ausland;44; 
4616;Uesslingen-Buch;2012;Bezirk Frauenfeld;2018;1;Männlich;1;Schweiz;492; 
4616;Uesslingen-Buch;2012;Bezirk Frauenfeld;2018;1;Männlich;2;Ausland;58; 
4616;Uesslingen-Buch;2012;Bezirk Frauenfeld;2018;2;Weiblich;1;Schweiz;500; 
4616;Uesslingen-Buch;2012;Bezirk Frauenfeld;2018;2;Weiblich;2;Ausland;35; 
4621;Warth-Weiningen;2012;Bezirk Frauenfeld;2018;1;Männlich;1;Schweiz;603; 
4621;Warth-Weiningen;2012;Bezirk Frauenfeld;2018;1;Männlich;2;Ausland;82; 
4621;Warth-Weiningen;2012;Bezirk Frauenfeld;2018;2;Weiblich;1;Schweiz;589; 
4621;Warth-Weiningen;2012;Bezirk Frauenfeld;2018;2;Weiblich;2;Ausland;67; 
4641;Altnau;2013;Bezirk Kreuzlingen;2018;1;Männlich;1;Schweiz;862; 
4641;Altnau;2013;Bezirk Kreuzlingen;2018;1;Männlich;2;Ausland;227; 
4641;Altnau;2013;Bezirk Kreuzlingen;2018;2;Weiblich;1;Schweiz;923; 
4641;Altnau;2013;Bezirk Kreuzlingen;2018;2;Weiblich;2;Ausland;224; 
4643;Bottighofen;2013;Bezirk Kreuzlingen;2018;1;Männlich;1;Schweiz;730; 
4643;Bottighofen;2013;Bezirk Kreuzlingen;2018;1;Männlich;2;Ausland;374; 
4643;Bottighofen;2013;Bezirk Kreuzlingen;2018;2;Weiblich;1;Schweiz;753; 
4643;Bottighofen;2013;Bezirk Kreuzlingen;2018;2;Weiblich;2;Ausland;362; 
4646;Ermatingen;2013;Bezirk Kreuzlingen;2018;1;Männlich;1;Schweiz;1134; 
4646;Ermatingen;2013;Bezirk Kreuzlingen;2018;1;Männlich;2;Ausland;579; 
4646;Ermatingen;2013;Bezirk Kreuzlingen;2018;2;Weiblich;1;Schweiz;1233; 
4646;Ermatingen;2013;Bezirk Kreuzlingen;2018;2;Weiblich;2;Ausland;508; 
4651;Gottlieben;2013;Bezirk Kreuzlingen;2018;1;Männlich;1;Schweiz;98; 
4651;Gottlieben;2013;Bezirk Kreuzlingen;2018;1;Männlich;2;Ausland;69; 
4651;Gottlieben;2013;Bezirk Kreuzlingen;2018;2;Weiblich;1;Schweiz;106; 
4651;Gottlieben;2013;Bezirk Kreuzlingen;2018;2;Weiblich;2;Ausland;64; 
4656;Güttingen;2013;Bezirk Kreuzlingen;2018;1;Männlich;1;Schweiz;638; 
4656;Güttingen;2013;Bezirk Kreuzlingen;2018;1;Männlich;2;Ausland;173; 
4656;Güttingen;2013;Bezirk Kreuzlingen;2018;2;Weiblich;1;Schweiz;635; 
4656;Güttingen;2013;Bezirk Kreuzlingen;2018;2;Weiblich;2;Ausland;145; 
4666;Kemmental;2013;Bezirk Kreuzlingen;2018;1;Männlich;1;Schweiz;1042; 
4666;Kemmental;2013;Bezirk Kreuzlingen;2018;1;Männlich;2;Ausland;252; 
4666;Kemmental;2013;Bezirk Kreuzlingen;2018;2;Weiblich;1;Schweiz;1022; 
4666;Kemmental;2013;Bezirk Kreuzlingen;2018;2;Weiblich;2;Ausland;221; 
4671;Kreuzlingen;2013;Bezirk Kreuzlingen;2018;1;Männlich;1;Schweiz;4652; 
4671;Kreuzlingen;2013;Bezirk Kreuzlingen;2018;1;Männlich;2;Ausland;6366; 
4671;Kreuzlingen;2013;Bezirk Kreuzlingen;2018;2;Weiblich;1;Schweiz;5237; 
4671;Kreuzlingen;2013;Bezirk Kreuzlingen;2018;2;Weiblich;2;Ausland;5735; 
4681;Langrickenbach;2013;Bezirk Kreuzlingen;2018;1;Männlich;1;Schweiz;557; 
4681;Langrickenbach;2013;Bezirk Kreuzlingen;2018;1;Männlich;2;Ausland;114; 
4681;Langrickenbach;2013;Bezirk Kreuzlingen;2018;2;Weiblich;1;Schweiz;512; 
4681;Langrickenbach;2013;Bezirk Kreuzlingen;2018;2;Weiblich;2;Ausland;112; 
4683;Lengwil;2013;Bezirk Kreuzlingen;2018;1;Männlich;1;Schweiz;630; 
4683;Lengwil;2013;Bezirk Kreuzlingen;2018;1;Männlich;2;Ausland;228; 
4683;Lengwil;2013;Bezirk Kreuzlingen;2018;2;Weiblich;1;Schweiz;645; 
4683;Lengwil;2013;Bezirk Kreuzlingen;2018;2;Weiblich;2;Ausland;223; 
4691;Münsterlingen;2013;Bezirk Kreuzlingen;2018;1;Männlich;1;Schweiz;1055; 
4691;Münsterlingen;2013;Bezirk Kreuzlingen;2018;1;Männlich;2;Ausland;672; 
4691;Münsterlingen;2013;Bezirk Kreuzlingen;2018;2;Weiblich;1;Schweiz;1127; 
4691;Münsterlingen;2013;Bezirk Kreuzlingen;2018;2;Weiblich;2;Ausland;622; 
4696;Tägerwilen;2013;Bezirk Kreuzlingen;2018;1;Männlich;1;Schweiz;1452; 
4696;Tägerwilen;2013;Bezirk Kreuzlingen;2018;1;Männlich;2;Ausland;876; 
4696;Tägerwilen;2013;Bezirk Kreuzlingen;2018;2;Weiblich;1;Schweiz;1505; 
4696;Tägerwilen;2013;Bezirk Kreuzlingen;2018;2;Weiblich;2;Ausland;802; 
4701;Wäldi;2013;Bezirk Kreuzlingen;2018;1;Männlich;1;Schweiz;433; 
4701;Wäldi;2013;Bezirk Kreuzlingen;2018;1;Männlich;2;Ausland;114; 
4701;Wäldi;2013;Bezirk Kreuzlingen;2018;2;Weiblich;1;Schweiz;423; 
4701;Wäldi;2013;Bezirk Kreuzlingen;2018;2;Weiblich;2;Ausland;91; 
4711;Affeltrangen;2015;Bezirk Weinfelden;2018;1;Männlich;1;Schweiz;1095; 
4711;Affeltrangen;2015;Bezirk Weinfelden;2018;1;Männlich;2;Ausland;226; 
4711;Affeltrangen;2015;Bezirk Weinfelden;2018;2;Weiblich;1;Schweiz;1060; 
4711;Affeltrangen;2015;Bezirk Weinfelden;2018;2;Weiblich;2;Ausland;165; 
4716;Bettwiesen;2014;Bezirk Münchwilen;2018;1;Männlich;1;Schweiz;487; 
4716;Bettwiesen;2014;Bezirk Münchwilen;2018;1;Männlich;2;Ausland;160; 
4716;Bettwiesen;2014;Bezirk Münchwilen;2018;2;Weiblich;1;Schweiz;464; 
4716;Bettwiesen;2014;Bezirk Münchwilen;2018;2;Weiblich;2;Ausland;130; 
4721;Bichelsee-Balterswil;2014;Bezirk Münchwilen;2018;1;Männlich;1;Schweiz;1310; 
4721;Bichelsee-Balterswil;2014;Bezirk Münchwilen;2018;1;Männlich;2;Ausland;169; 
4721;Bichelsee-Balterswil;2014;Bezirk Münchwilen;2018;2;Weiblich;1;Schweiz;1240; 
4721;Bichelsee-Balterswil;2014;Bezirk Münchwilen;2018;2;Weiblich;2;Ausland;144; 
4723;Braunau;2014;Bezirk Münchwilen;2018;1;Männlich;1;Schweiz;351; 
4723;Braunau;2014;Bezirk Münchwilen;2018;1;Männlich;2;Ausland;44; 
4723;Braunau;2014;Bezirk Münchwilen;2018;2;Weiblich;1;Schweiz;350; 
4723;Braunau;2014;Bezirk Münchwilen;2018;2;Weiblich;2;Ausland;33; 
4724;Eschlikon;2014;Bezirk Münchwilen;2018;1;Männlich;1;Schweiz;1895; 
4724;Eschlikon;2014;Bezirk Münchwilen;2018;1;Männlich;2;Ausland;326; 
4724;Eschlikon;2014;Bezirk Münchwilen;2018;2;Weiblich;1;Schweiz;1851; 
4724;Eschlikon;2014;Bezirk Münchwilen;2018;2;Weiblich;2;Ausland;285; 
4726;Fischingen;2014;Bezirk Münchwilen;2018;1;Männlich;1;Schweiz;1283; 
4726;Fischingen;2014;Bezirk Münchwilen;2018;1;Männlich;2;Ausland;121; 
4726;Fischingen;2014;Bezirk Münchwilen;2018;2;Weiblich;1;Schweiz;1275; 
4726;Fischingen;2014;Bezirk Münchwilen;2018;2;Weiblich;2;Ausland;104; 
4741;Lommis;2014;Bezirk Münchwilen;2018;1;Männlich;1;Schweiz;522; 
4741;Lommis;2014;Bezirk Münchwilen;2018;1;Männlich;2;Ausland;79; 
4741;Lommis;2014;Bezirk Münchwilen;2018;2;Weiblich;1;Schweiz;552; 
4741;Lommis;2014;Bezirk Münchwilen;2018;2;Weiblich;2;Ausland;58; 
4746;Münchwilen;2014;Bezirk Münchwilen;2018;1;Männlich;1;Schweiz;2161; 
4746;Münchwilen;2014;Bezirk Münchwilen;2018;1;Männlich;2;Ausland;640; 
4746;Münchwilen;2014;Bezirk Münchwilen;2018;2;Weiblich;1;Schweiz;2280; 
4746;Münchwilen;2014;Bezirk Münchwilen;2018;2;Weiblich;2;Ausland;526; 
4751;Rickenbach;2014;Bezirk Münchwilen;2018;1;Männlich;1;Schweiz;856; 
4751;Rickenbach;2014;Bezirk Münchwilen;2018;1;Männlich;2;Ausland;542; 
4751;Rickenbach;2014;Bezirk Münchwilen;2018;2;Weiblich;1;Schweiz;896; 
4751;Rickenbach;2014;Bezirk Münchwilen;2018;2;Weiblich;2;Ausland;477; 
4756;Schönholzerswilen;2015;Bezirk Weinfelden;2018;1;Männlich;1;Schweiz;409; 
4756;Schönholzerswilen;2015;Bezirk Weinfelden;2018;1;Männlich;2;Ausland;40; 
4756;Schönholzerswilen;2015;Bezirk Weinfelden;2018;2;Weiblich;1;Schweiz;385; 
4756;Schönholzerswilen;2015;Bezirk Weinfelden;2018;2;Weiblich;2;Ausland;32; 
4761;Sirnach;2014;Bezirk Münchwilen;2018;1;Männlich;1;Schweiz;2899; 
4761;Sirnach;2014;Bezirk Münchwilen;2018;1;Männlich;2;Ausland;1018; 
4761;Sirnach;2014;Bezirk Münchwilen;2018;2;Weiblich;1;Schweiz;2972; 
4761;Sirnach;2014;Bezirk Münchwilen;2018;2;Weiblich;2;Ausland;844; 
4776;Tobel-Tägerschen;2014;Bezirk Münchwilen;2018;1;Männlich;1;Schweiz;663; 
4776;Tobel-Tägerschen;2014;Bezirk Münchwilen;2018;1;Männlich;2;Ausland;145; 
4776;Tobel-Tägerschen;2014;Bezirk Münchwilen;2018;2;Weiblich;1;Schweiz;669; 
4776;Tobel-Tägerschen;2014;Bezirk Münchwilen;2018;2;Weiblich;2;Ausland;124; 
4781;Wängi;2014;Bezirk Münchwilen;2018;1;Männlich;1;Schweiz;2072; 
4781;Wängi;2014;Bezirk Münchwilen;2018;1;Männlich;2;Ausland;364; 
4781;Wängi;2014;Bezirk Münchwilen;2018;2;Weiblich;1;Schweiz;1919; 
4781;Wängi;2014;Bezirk Münchwilen;2018;2;Weiblich;2;Ausland;342; 
4786;Wilen;2014;Bezirk Münchwilen;2018;1;Männlich;1;Schweiz;1104; 
4786;Wilen;2014;Bezirk Münchwilen;2018;1;Männlich;2;Ausland;174; 
4786;Wilen;2014;Bezirk Münchwilen;2018;2;Weiblich;1;Schweiz;1093; 
4786;Wilen;2014;Bezirk Münchwilen;2018;2;Weiblich;2;Ausland;141; 
4791;Wuppenau;2015;Bezirk Weinfelden;2018;1;Männlich;1;Schweiz;524; 
4791;Wuppenau;2015;Bezirk Weinfelden;2018;1;Männlich;2;Ausland;42; 
4791;Wuppenau;2015;Bezirk Weinfelden;2018;2;Weiblich;1;Schweiz;515; 
4791;Wuppenau;2015;Bezirk Weinfelden;2018;2;Weiblich;2;Ausland;30; 
4801;Berlingen;2012;Bezirk Frauenfeld;2018;1;Männlich;1;Schweiz;328; 
4801;Berlingen;2012;Bezirk Frauenfeld;2018;1;Männlich;2;Ausland;118; 
4801;Berlingen;2012;Bezirk Frauenfeld;2018;2;Weiblich;1;Schweiz;349; 
4801;Berlingen;2012;Bezirk Frauenfeld;2018;2;Weiblich;2;Ausland;98; 
