BFS_NR_GEMEINDE;GEMEINDE_NAME;BEZIRK_NR;BEZIRK_NAME;JAHR;GESCHLECHT_CODE;GESCHLECHT_BEZEICHNUNG;NATIONALITAET_CODE;NATIONALITAET_BEZEICHNUNG;ANZAHL_PERSONEN
4751;Rickenbach;2014;Bezirk Münchwilen;2017;2;Weiblich;1;Schweiz;892; 
4751;Rickenbach;2014;Bezirk Münchwilen;2017;2;Weiblich;2;Ausland;473; 
4756;Schönholzerswilen;2015;Bezirk Weinfelden;2017;1;Männlich;1;Schweiz;402; 
4756;Schönholzerswilen;2015;Bezirk Weinfelden;2017;1;Männlich;2;Ausland;40; 
4756;Schönholzerswilen;2015;Bezirk Weinfelden;2017;2;Weiblich;1;Schweiz;374; 
4756;Schönholzerswilen;2015;Bezirk Weinfelden;2017;2;Weiblich;2;Ausland;32; 
4761;Sirnach;2014;Bezirk Münchwilen;2017;1;Männlich;1;Schweiz;2909; 
4761;Sirnach;2014;Bezirk Münchwilen;2017;1;Männlich;2;Ausland;992; 
4761;Sirnach;2014;Bezirk Münchwilen;2017;2;Weiblich;1;Schweiz;2965; 
4761;Sirnach;2014;Bezirk Münchwilen;2017;2;Weiblich;2;Ausland;837; 
4776;Tobel-Tägerschen;2014;Bezirk Münchwilen;2017;1;Männlich;1;Schweiz;674; 
4776;Tobel-Tägerschen;2014;Bezirk Münchwilen;2017;1;Männlich;2;Ausland;135; 
4776;Tobel-Tägerschen;2014;Bezirk Münchwilen;2017;2;Weiblich;1;Schweiz;663; 
4776;Tobel-Tägerschen;2014;Bezirk Münchwilen;2017;2;Weiblich;2;Ausland;120; 
4781;Wängi;2014;Bezirk Münchwilen;2017;1;Männlich;1;Schweiz;2047; 
4781;Wängi;2014;Bezirk Münchwilen;2017;1;Männlich;2;Ausland;365; 
4781;Wängi;2014;Bezirk Münchwilen;2017;2;Weiblich;1;Schweiz;1903; 
4781;Wängi;2014;Bezirk Münchwilen;2017;2;Weiblich;2;Ausland;333; 
4786;Wilen;2014;Bezirk Münchwilen;2017;1;Männlich;1;Schweiz;1101; 
4786;Wilen;2014;Bezirk Münchwilen;2017;1;Männlich;2;Ausland;184; 
4786;Wilen;2014;Bezirk Münchwilen;2017;2;Weiblich;1;Schweiz;1082; 
4786;Wilen;2014;Bezirk Münchwilen;2017;2;Weiblich;2;Ausland;129; 
4791;Wuppenau;2015;Bezirk Weinfelden;2017;1;Männlich;1;Schweiz;538; 
4791;Wuppenau;2015;Bezirk Weinfelden;2017;1;Männlich;2;Ausland;40; 
4791;Wuppenau;2015;Bezirk Weinfelden;2017;2;Weiblich;1;Schweiz;521; 
4791;Wuppenau;2015;Bezirk Weinfelden;2017;2;Weiblich;2;Ausland;28; 
4801;Berlingen;2012;Bezirk Frauenfeld;2017;1;Männlich;1;Schweiz;329; 
4801;Berlingen;2012;Bezirk Frauenfeld;2017;1;Männlich;2;Ausland;122; 
4801;Berlingen;2012;Bezirk Frauenfeld;2017;2;Weiblich;1;Schweiz;356; 
4801;Berlingen;2012;Bezirk Frauenfeld;2017;2;Weiblich;2;Ausland;100; 
4806;Eschenz;2012;Bezirk Frauenfeld;2017;1;Männlich;1;Schweiz;715; 
4806;Eschenz;2012;Bezirk Frauenfeld;2017;1;Männlich;2;Ausland;178; 
4806;Eschenz;2012;Bezirk Frauenfeld;2017;2;Weiblich;1;Schweiz;720; 
4806;Eschenz;2012;Bezirk Frauenfeld;2017;2;Weiblich;2;Ausland;141; 
4811;Herdern;2012;Bezirk Frauenfeld;2017;1;Männlich;1;Schweiz;465; 
4811;Herdern;2012;Bezirk Frauenfeld;2017;1;Männlich;2;Ausland;54; 
4811;Herdern;2012;Bezirk Frauenfeld;2017;2;Weiblich;1;Schweiz;465; 
4811;Herdern;2012;Bezirk Frauenfeld;2017;2;Weiblich;2;Ausland;44; 
4816;Homburg;2012;Bezirk Frauenfeld;2017;1;Männlich;1;Schweiz;689; 
4816;Homburg;2012;Bezirk Frauenfeld;2017;1;Männlich;2;Ausland;66; 
4816;Homburg;2012;Bezirk Frauenfeld;2017;2;Weiblich;1;Schweiz;723; 
4816;Homburg;2012;Bezirk Frauenfeld;2017;2;Weiblich;2;Ausland;53; 
4821;Hüttwilen;2012;Bezirk Frauenfeld;2017;1;Männlich;1;Schweiz;759; 
4821;Hüttwilen;2012;Bezirk Frauenfeld;2017;1;Männlich;2;Ausland;93; 
4821;Hüttwilen;2012;Bezirk Frauenfeld;2017;2;Weiblich;1;Schweiz;779; 
4821;Hüttwilen;2012;Bezirk Frauenfeld;2017;2;Weiblich;2;Ausland;78; 
4826;Mammern;2012;Bezirk Frauenfeld;2017;1;Männlich;1;Schweiz;240; 
4826;Mammern;2012;Bezirk Frauenfeld;2017;1;Männlich;2;Ausland;81; 
4826;Mammern;2012;Bezirk Frauenfeld;2017;2;Weiblich;1;Schweiz;245; 
4826;Mammern;2012;Bezirk Frauenfeld;2017;2;Weiblich;2;Ausland;82; 
4831;Müllheim;2012;Bezirk Frauenfeld;2017;1;Männlich;1;Schweiz;1219; 
4831;Müllheim;2012;Bezirk Frauenfeld;2017;1;Männlich;2;Ausland;273; 
4831;Müllheim;2012;Bezirk Frauenfeld;2017;2;Weiblich;1;Schweiz;1265; 
4831;Müllheim;2012;Bezirk Frauenfeld;2017;2;Weiblich;2;Ausland;207; 
4841;Pfyn;2012;Bezirk Frauenfeld;2017;1;Männlich;1;Schweiz;828; 
4841;Pfyn;2012;Bezirk Frauenfeld;2017;1;Männlich;2;Ausland;162; 
4841;Pfyn;2012;Bezirk Frauenfeld;2017;2;Weiblich;1;Schweiz;870; 
4841;Pfyn;2012;Bezirk Frauenfeld;2017;2;Weiblich;2;Ausland;132; 
4846;Raperswilen;2013;Bezirk Kreuzlingen;2017;1;Männlich;1;Schweiz;184; 
4846;Raperswilen;2013;Bezirk Kreuzlingen;2017;1;Männlich;2;Ausland;23; 
4846;Raperswilen;2013;Bezirk Kreuzlingen;2017;2;Weiblich;1;Schweiz;171; 
4846;Raperswilen;2013;Bezirk Kreuzlingen;2017;2;Weiblich;2;Ausland;16; 
4851;Salenstein;2013;Bezirk Kreuzlingen;2017;1;Männlich;1;Schweiz;450; 
4851;Salenstein;2013;Bezirk Kreuzlingen;2017;1;Männlich;2;Ausland;184; 
4851;Salenstein;2013;Bezirk Kreuzlingen;2017;2;Weiblich;1;Schweiz;471; 
4851;Salenstein;2013;Bezirk Kreuzlingen;2017;2;Weiblich;2;Ausland;166; 
4864;Steckborn;2012;Bezirk Frauenfeld;2017;1;Männlich;1;Schweiz;1338; 
4864;Steckborn;2012;Bezirk Frauenfeld;2017;1;Männlich;2;Ausland;583; 
4864;Steckborn;2012;Bezirk Frauenfeld;2017;2;Weiblich;1;Schweiz;1441; 
4864;Steckborn;2012;Bezirk Frauenfeld;2017;2;Weiblich;2;Ausland;403; 
4871;Wagenhausen;2012;Bezirk Frauenfeld;2017;1;Männlich;1;Schweiz;640; 
4871;Wagenhausen;2012;Bezirk Frauenfeld;2017;1;Männlich;2;Ausland;165; 
4871;Wagenhausen;2012;Bezirk Frauenfeld;2017;2;Weiblich;1;Schweiz;689; 
4871;Wagenhausen;2012;Bezirk Frauenfeld;2017;2;Weiblich;2;Ausland;153; 
4881;Amlikon-Bissegg;2015;Bezirk Weinfelden;2017;1;Männlich;1;Schweiz;607; 
4881;Amlikon-Bissegg;2015;Bezirk Weinfelden;2017;1;Männlich;2;Ausland;74; 
4881;Amlikon-Bissegg;2015;Bezirk Weinfelden;2017;2;Weiblich;1;Schweiz;599; 
4881;Amlikon-Bissegg;2015;Bezirk Weinfelden;2017;2;Weiblich;2;Ausland;48; 
4891;Berg;2015;Bezirk Weinfelden;2017;1;Männlich;1;Schweiz;1415; 
4891;Berg;2015;Bezirk Weinfelden;2017;1;Männlich;2;Ausland;256; 
4891;Berg;2015;Bezirk Weinfelden;2017;2;Weiblich;1;Schweiz;1433; 
4891;Berg;2015;Bezirk Weinfelden;2017;2;Weiblich;2;Ausland;217; 
4901;Birwinken;2015;Bezirk Weinfelden;2017;1;Männlich;1;Schweiz;603; 
4901;Birwinken;2015;Bezirk Weinfelden;2017;1;Männlich;2;Ausland;77; 
4901;Birwinken;2015;Bezirk Weinfelden;2017;2;Weiblich;1;Schweiz;601; 
4901;Birwinken;2015;Bezirk Weinfelden;2017;2;Weiblich;2;Ausland;69; 
4911;Bürglen;2015;Bezirk Weinfelden;2017;1;Männlich;1;Schweiz;1317; 
4911;Bürglen;2015;Bezirk Weinfelden;2017;1;Männlich;2;Ausland;609; 
4911;Bürglen;2015;Bezirk Weinfelden;2017;2;Weiblich;1;Schweiz;1370; 
4911;Bürglen;2015;Bezirk Weinfelden;2017;2;Weiblich;2;Ausland;479; 
4921;Bussnang;2015;Bezirk Weinfelden;2017;1;Männlich;1;Schweiz;1006; 
4921;Bussnang;2015;Bezirk Weinfelden;2017;1;Männlich;2;Ausland;193; 
4921;Bussnang;2015;Bezirk Weinfelden;2017;2;Weiblich;1;Schweiz;980; 
4921;Bussnang;2015;Bezirk Weinfelden;2017;2;Weiblich;2;Ausland;134; 
4941;Märstetten;2015;Bezirk Weinfelden;2017;1;Männlich;1;Schweiz;1212; 
4941;Märstetten;2015;Bezirk Weinfelden;2017;1;Männlich;2;Ausland;202; 
4941;Märstetten;2015;Bezirk Weinfelden;2017;2;Weiblich;1;Schweiz;1211; 
4941;Märstetten;2015;Bezirk Weinfelden;2017;2;Weiblich;2;Ausland;183; 
4946;Weinfelden;2015;Bezirk Weinfelden;2017;1;Männlich;1;Schweiz;4331; 
4946;Weinfelden;2015;Bezirk Weinfelden;2017;1;Männlich;2;Ausland;1370; 
4946;Weinfelden;2015;Bezirk Weinfelden;2017;2;Weiblich;1;Schweiz;4483; 
4946;Weinfelden;2015;Bezirk Weinfelden;2017;2;Weiblich;2;Ausland;1154; 
4951;Wigoltingen;2015;Bezirk Weinfelden;2017;1;Männlich;1;Schweiz;1023; 
4951;Wigoltingen;2015;Bezirk Weinfelden;2017;1;Männlich;2;Ausland;212; 
4951;Wigoltingen;2015;Bezirk Weinfelden;2017;2;Weiblich;1;Schweiz;1022; 
4951;Wigoltingen;2015;Bezirk Weinfelden;2017;2;Weiblich;2;Ausland;172; 
4401;Arbon;2011;Bezirk Arbon;2016;1;Männlich;1;Schweiz;4681; 
4401;Arbon;2011;Bezirk Arbon;2016;1;Männlich;2;Ausland;2422; 
4401;Arbon;2011;Bezirk Arbon;2016;2;Weiblich;1;Schweiz;5063; 
4401;Arbon;2011;Bezirk Arbon;2016;2;Weiblich;2;Ausland;2090; 
4406;Dozwil;2011;Bezirk Arbon;2016;1;Männlich;1;Schweiz;308; 
4406;Dozwil;2011;Bezirk Arbon;2016;1;Männlich;2;Ausland;57; 
4406;Dozwil;2011;Bezirk Arbon;2016;2;Weiblich;1;Schweiz;316; 
4406;Dozwil;2011;Bezirk Arbon;2016;2;Weiblich;2;Ausland;46; 
4411;Egnach;2011;Bezirk Arbon;2016;1;Männlich;1;Schweiz;2046; 
4411;Egnach;2011;Bezirk Arbon;2016;1;Männlich;2;Ausland;346; 
4411;Egnach;2011;Bezirk Arbon;2016;2;Weiblich;1;Schweiz;2002; 
4411;Egnach;2011;Bezirk Arbon;2016;2;Weiblich;2;Ausland;287; 
4416;Hefenhofen;2011;Bezirk Arbon;2016;1;Männlich;1;Schweiz;542; 
4416;Hefenhofen;2011;Bezirk Arbon;2016;1;Männlich;2;Ausland;95; 
4416;Hefenhofen;2011;Bezirk Arbon;2016;2;Weiblich;1;Schweiz;527; 
4416;Hefenhofen;2011;Bezirk Arbon;2016;2;Weiblich;2;Ausland;79; 
4421;Horn;2011;Bezirk Arbon;2016;1;Männlich;1;Schweiz;1053; 
4421;Horn;2011;Bezirk Arbon;2016;1;Männlich;2;Ausland;239; 
4421;Horn;2011;Bezirk Arbon;2016;2;Weiblich;1;Schweiz;1117; 
4421;Horn;2011;Bezirk Arbon;2016;2;Weiblich;2;Ausland;191; 
4426;Kesswil;2011;Bezirk Arbon;2016;1;Männlich;1;Schweiz;390; 
4426;Kesswil;2011;Bezirk Arbon;2016;1;Männlich;2;Ausland;88; 
4426;Kesswil;2011;Bezirk Arbon;2016;2;Weiblich;1;Schweiz;420; 
4426;Kesswil;2011;Bezirk Arbon;2016;2;Weiblich;2;Ausland;94; 
4431;Roggwil;2011;Bezirk Arbon;2016;1;Männlich;1;Schweiz;1336; 
4431;Roggwil;2011;Bezirk Arbon;2016;1;Männlich;2;Ausland;186; 
4431;Roggwil;2011;Bezirk Arbon;2016;2;Weiblich;1;Schweiz;1365; 
4431;Roggwil;2011;Bezirk Arbon;2016;2;Weiblich;2;Ausland;163; 
4436;Romanshorn;2011;Bezirk Arbon;2016;1;Männlich;1;Schweiz;3546; 
4436;Romanshorn;2011;Bezirk Arbon;2016;1;Männlich;2;Ausland;1742; 
4436;Romanshorn;2011;Bezirk Arbon;2016;2;Weiblich;1;Schweiz;3900; 
4436;Romanshorn;2011;Bezirk Arbon;2016;2;Weiblich;2;Ausland;1582; 
4441;Salmsach;2011;Bezirk Arbon;2016;1;Männlich;1;Schweiz;511; 
4441;Salmsach;2011;Bezirk Arbon;2016;1;Männlich;2;Ausland;223; 
4441;Salmsach;2011;Bezirk Arbon;2016;2;Weiblich;1;Schweiz;535; 
4441;Salmsach;2011;Bezirk Arbon;2016;2;Weiblich;2;Ausland;182; 
4446;Sommeri;2011;Bezirk Arbon;2016;1;Männlich;1;Schweiz;226; 
4446;Sommeri;2011;Bezirk Arbon;2016;1;Männlich;2;Ausland;41; 
4446;Sommeri;2011;Bezirk Arbon;2016;2;Weiblich;1;Schweiz;249; 
4446;Sommeri;2011;Bezirk Arbon;2016;2;Weiblich;2;Ausland;33; 
4451;Uttwil;2011;Bezirk Arbon;2016;1;Männlich;1;Schweiz;740; 
4451;Uttwil;2011;Bezirk Arbon;2016;1;Männlich;2;Ausland;185; 
4451;Uttwil;2011;Bezirk Arbon;2016;2;Weiblich;1;Schweiz;767; 
4451;Uttwil;2011;Bezirk Arbon;2016;2;Weiblich;2;Ausland;163; 
4461;Amriswil;2011;Bezirk Arbon;2016;1;Männlich;1;Schweiz;4427; 
4461;Amriswil;2011;Bezirk Arbon;2016;1;Männlich;2;Ausland;2213; 
4461;Amriswil;2011;Bezirk Arbon;2016;2;Weiblich;1;Schweiz;4730; 
4461;Amriswil;2011;Bezirk Arbon;2016;2;Weiblich;2;Ausland;1923; 
4471;Bischofszell;2015;Bezirk Weinfelden;2016;1;Männlich;1;Schweiz;2141; 
4471;Bischofszell;2015;Bezirk Weinfelden;2016;1;Männlich;2;Ausland;866; 
4471;Bischofszell;2015;Bezirk Weinfelden;2016;2;Weiblich;1;Schweiz;2227; 
4471;Bischofszell;2015;Bezirk Weinfelden;2016;2;Weiblich;2;Ausland;689; 
4476;Erlen;2015;Bezirk Weinfelden;2016;1;Männlich;1;Schweiz;1326; 
4476;Erlen;2015;Bezirk Weinfelden;2016;1;Männlich;2;Ausland;532; 
4476;Erlen;2015;Bezirk Weinfelden;2016;2;Weiblich;1;Schweiz;1340; 
4476;Erlen;2015;Bezirk Weinfelden;2016;2;Weiblich;2;Ausland;438; 
4486;Hauptwil-Gottshaus;2015;Bezirk Weinfelden;2016;1;Männlich;1;Schweiz;881; 
4486;Hauptwil-Gottshaus;2015;Bezirk Weinfelden;2016;1;Männlich;2;Ausland;96; 
4486;Hauptwil-Gottshaus;2015;Bezirk Weinfelden;2016;2;Weiblich;1;Schweiz;858; 
4486;Hauptwil-Gottshaus;2015;Bezirk Weinfelden;2016;2;Weiblich;2;Ausland;82; 
4495;Hohentannen;2015;Bezirk Weinfelden;2016;1;Männlich;1;Schweiz;284; 
4495;Hohentannen;2015;Bezirk Weinfelden;2016;1;Männlich;2;Ausland;30; 
4495;Hohentannen;2015;Bezirk Weinfelden;2016;2;Weiblich;1;Schweiz;258; 
4495;Hohentannen;2015;Bezirk Weinfelden;2016;2;Weiblich;2;Ausland;25; 
4501;Kradolf-Schönenberg;2015;Bezirk Weinfelden;2016;1;Männlich;1;Schweiz;1336; 
4501;Kradolf-Schönenberg;2015;Bezirk Weinfelden;2016;1;Männlich;2;Ausland;464; 
4501;Kradolf-Schönenberg;2015;Bezirk Weinfelden;2016;2;Weiblich;1;Schweiz;1358; 
4501;Kradolf-Schönenberg;2015;Bezirk Weinfelden;2016;2;Weiblich;2;Ausland;371; 
4506;Sulgen;2015;Bezirk Weinfelden;2016;1;Männlich;1;Schweiz;1357; 
4506;Sulgen;2015;Bezirk Weinfelden;2016;1;Männlich;2;Ausland;488; 
4506;Sulgen;2015;Bezirk Weinfelden;2016;2;Weiblich;1;Schweiz;1435; 
4506;Sulgen;2015;Bezirk Weinfelden;2016;2;Weiblich;2;Ausland;423; 
4511;Zihlschlacht-Sitterdorf;2015;Bezirk Weinfelden;2016;1;Männlich;1;Schweiz;1029; 
4511;Zihlschlacht-Sitterdorf;2015;Bezirk Weinfelden;2016;1;Männlich;2;Ausland;149; 
4511;Zihlschlacht-Sitterdorf;2015;Bezirk Weinfelden;2016;2;Weiblich;1;Schweiz;955; 
4511;Zihlschlacht-Sitterdorf;2015;Bezirk Weinfelden;2016;2;Weiblich;2;Ausland;134; 
4536;Basadingen-Schlattingen;2012;Bezirk Frauenfeld;2016;1;Männlich;1;Schweiz;776; 
4536;Basadingen-Schlattingen;2012;Bezirk Frauenfeld;2016;1;Männlich;2;Ausland;155; 
4536;Basadingen-Schlattingen;2012;Bezirk Frauenfeld;2016;2;Weiblich;1;Schweiz;747; 
4536;Basadingen-Schlattingen;2012;Bezirk Frauenfeld;2016;2;Weiblich;2;Ausland;133; 
4545;Diessenhofen;2012;Bezirk Frauenfeld;2016;1;Männlich;1;Schweiz;1200; 
4545;Diessenhofen;2012;Bezirk Frauenfeld;2016;1;Männlich;2;Ausland;716; 
4545;Diessenhofen;2012;Bezirk Frauenfeld;2016;2;Weiblich;1;Schweiz;1249; 
4545;Diessenhofen;2012;Bezirk Frauenfeld;2016;2;Weiblich;2;Ausland;580; 
4546;Schlatt;2012;Bezirk Frauenfeld;2016;1;Männlich;1;Schweiz;710; 
4546;Schlatt;2012;Bezirk Frauenfeld;2016;1;Männlich;2;Ausland;109; 
4546;Schlatt;2012;Bezirk Frauenfeld;2016;2;Weiblich;1;Schweiz;739; 
4546;Schlatt;2012;Bezirk Frauenfeld;2016;2;Weiblich;2;Ausland;99; 
4551;Aadorf;2014;Bezirk Münchwilen;2016;1;Männlich;1;Schweiz;3715; 
4551;Aadorf;2014;Bezirk Münchwilen;2016;1;Männlich;2;Ausland;776; 
4551;Aadorf;2014;Bezirk Münchwilen;2016;2;Weiblich;1;Schweiz;3737; 
4551;Aadorf;2014;Bezirk Münchwilen;2016;2;Weiblich;2;Ausland;610; 
4561;Felben-Wellhausen;2012;Bezirk Frauenfeld;2016;1;Männlich;1;Schweiz;1119; 
4561;Felben-Wellhausen;2012;Bezirk Frauenfeld;2016;1;Männlich;2;Ausland;308; 
4561;Felben-Wellhausen;2012;Bezirk Frauenfeld;2016;2;Weiblich;1;Schweiz;1082; 
4561;Felben-Wellhausen;2012;Bezirk Frauenfeld;2016;2;Weiblich;2;Ausland;234; 
4566;Frauenfeld;2012;Bezirk Frauenfeld;2016;1;Männlich;1;Schweiz;9135; 
4566;Frauenfeld;2012;Bezirk Frauenfeld;2016;1;Männlich;2;Ausland;3102; 
4566;Frauenfeld;2012;Bezirk Frauenfeld;2016;2;Weiblich;1;Schweiz;10068; 
4566;Frauenfeld;2012;Bezirk Frauenfeld;2016;2;Weiblich;2;Ausland;2753; 
4571;Gachnang;2012;Bezirk Frauenfeld;2016;1;Männlich;1;Schweiz;1779; 
4571;Gachnang;2012;Bezirk Frauenfeld;2016;1;Männlich;2;Ausland;345; 
4571;Gachnang;2012;Bezirk Frauenfeld;2016;2;Weiblich;1;Schweiz;1802; 
4571;Gachnang;2012;Bezirk Frauenfeld;2016;2;Weiblich;2;Ausland;285; 
4590;Hüttlingen;2012;Bezirk Frauenfeld;2016;1;Männlich;1;Schweiz;392; 
4590;Hüttlingen;2012;Bezirk Frauenfeld;2016;1;Männlich;2;Ausland;46; 
4590;Hüttlingen;2012;Bezirk Frauenfeld;2016;2;Weiblich;1;Schweiz;366; 
4590;Hüttlingen;2012;Bezirk Frauenfeld;2016;2;Weiblich;2;Ausland;33; 
4591;Matzingen;2012;Bezirk Frauenfeld;2016;1;Männlich;1;Schweiz;998; 
4591;Matzingen;2012;Bezirk Frauenfeld;2016;1;Männlich;2;Ausland;357; 
4591;Matzingen;2012;Bezirk Frauenfeld;2016;2;Weiblich;1;Schweiz;1014; 
4591;Matzingen;2012;Bezirk Frauenfeld;2016;2;Weiblich;2;Ausland;306; 
4601;Neunforn;2012;Bezirk Frauenfeld;2016;1;Männlich;1;Schweiz;476; 
4601;Neunforn;2012;Bezirk Frauenfeld;2016;1;Männlich;2;Ausland;36; 
4601;Neunforn;2012;Bezirk Frauenfeld;2016;2;Weiblich;1;Schweiz;448; 
4601;Neunforn;2012;Bezirk Frauenfeld;2016;2;Weiblich;2;Ausland;26; 
4606;Stettfurt;2012;Bezirk Frauenfeld;2016;1;Männlich;1;Schweiz;547; 
4606;Stettfurt;2012;Bezirk Frauenfeld;2016;1;Männlich;2;Ausland;65; 
4606;Stettfurt;2012;Bezirk Frauenfeld;2016;2;Weiblich;1;Schweiz;544; 
4606;Stettfurt;2012;Bezirk Frauenfeld;2016;2;Weiblich;2;Ausland;45; 
4611;Thundorf;2012;Bezirk Frauenfeld;2016;1;Männlich;1;Schweiz;689; 
4611;Thundorf;2012;Bezirk Frauenfeld;2016;1;Männlich;2;Ausland;66; 
4611;Thundorf;2012;Bezirk Frauenfeld;2016;2;Weiblich;1;Schweiz;661; 
4611;Thundorf;2012;Bezirk Frauenfeld;2016;2;Weiblich;2;Ausland;43; 
4616;Uesslingen-Buch;2012;Bezirk Frauenfeld;2016;1;Männlich;1;Schweiz;498; 
4616;Uesslingen-Buch;2012;Bezirk Frauenfeld;2016;1;Männlich;2;Ausland;51; 
4616;Uesslingen-Buch;2012;Bezirk Frauenfeld;2016;2;Weiblich;1;Schweiz;494; 
4616;Uesslingen-Buch;2012;Bezirk Frauenfeld;2016;2;Weiblich;2;Ausland;32; 
4621;Warth-Weiningen;2012;Bezirk Frauenfeld;2016;1;Männlich;1;Schweiz;563; 
4621;Warth-Weiningen;2012;Bezirk Frauenfeld;2016;1;Männlich;2;Ausland;69; 
4621;Warth-Weiningen;2012;Bezirk Frauenfeld;2016;2;Weiblich;1;Schweiz;562; 
4621;Warth-Weiningen;2012;Bezirk Frauenfeld;2016;2;Weiblich;2;Ausland;58; 
4641;Altnau;2013;Bezirk Kreuzlingen;2016;1;Männlich;1;Schweiz;844; 
4641;Altnau;2013;Bezirk Kreuzlingen;2016;1;Männlich;2;Ausland;218; 
4641;Altnau;2013;Bezirk Kreuzlingen;2016;2;Weiblich;1;Schweiz;901; 
4641;Altnau;2013;Bezirk Kreuzlingen;2016;2;Weiblich;2;Ausland;198; 
4643;Bottighofen;2013;Bezirk Kreuzlingen;2016;1;Männlich;1;Schweiz;756; 
4643;Bottighofen;2013;Bezirk Kreuzlingen;2016;1;Männlich;2;Ausland;342; 
4643;Bottighofen;2013;Bezirk Kreuzlingen;2016;2;Weiblich;1;Schweiz;753; 
4643;Bottighofen;2013;Bezirk Kreuzlingen;2016;2;Weiblich;2;Ausland;329; 
4646;Ermatingen;2013;Bezirk Kreuzlingen;2016;1;Männlich;1;Schweiz;1118; 
4646;Ermatingen;2013;Bezirk Kreuzlingen;2016;1;Männlich;2;Ausland;528; 
4646;Ermatingen;2013;Bezirk Kreuzlingen;2016;2;Weiblich;1;Schweiz;1219; 
4646;Ermatingen;2013;Bezirk Kreuzlingen;2016;2;Weiblich;2;Ausland;437; 
4651;Gottlieben;2013;Bezirk Kreuzlingen;2016;1;Männlich;1;Schweiz;95; 
4651;Gottlieben;2013;Bezirk Kreuzlingen;2016;1;Männlich;2;Ausland;69; 
4651;Gottlieben;2013;Bezirk Kreuzlingen;2016;2;Weiblich;1;Schweiz;102; 
4651;Gottlieben;2013;Bezirk Kreuzlingen;2016;2;Weiblich;2;Ausland;57; 
4656;Güttingen;2013;Bezirk Kreuzlingen;2016;1;Männlich;1;Schweiz;633; 
4656;Güttingen;2013;Bezirk Kreuzlingen;2016;1;Männlich;2;Ausland;158; 
4656;Güttingen;2013;Bezirk Kreuzlingen;2016;2;Weiblich;1;Schweiz;625; 
4656;Güttingen;2013;Bezirk Kreuzlingen;2016;2;Weiblich;2;Ausland;144; 
4666;Kemmental;2013;Bezirk Kreuzlingen;2016;1;Männlich;1;Schweiz;1007; 
4666;Kemmental;2013;Bezirk Kreuzlingen;2016;1;Männlich;2;Ausland;239; 
4666;Kemmental;2013;Bezirk Kreuzlingen;2016;2;Weiblich;1;Schweiz;1003; 
4666;Kemmental;2013;Bezirk Kreuzlingen;2016;2;Weiblich;2;Ausland;204; 
4671;Kreuzlingen;2013;Bezirk Kreuzlingen;2016;1;Männlich;1;Schweiz;4549; 
4671;Kreuzlingen;2013;Bezirk Kreuzlingen;2016;1;Männlich;2;Ausland;6136; 
4671;Kreuzlingen;2013;Bezirk Kreuzlingen;2016;2;Weiblich;1;Schweiz;5245; 
4671;Kreuzlingen;2013;Bezirk Kreuzlingen;2016;2;Weiblich;2;Ausland;5607; 
4681;Langrickenbach;2013;Bezirk Kreuzlingen;2016;1;Männlich;1;Schweiz;553; 
4681;Langrickenbach;2013;Bezirk Kreuzlingen;2016;1;Männlich;2;Ausland;104; 
4681;Langrickenbach;2013;Bezirk Kreuzlingen;2016;2;Weiblich;1;Schweiz;511; 
4681;Langrickenbach;2013;Bezirk Kreuzlingen;2016;2;Weiblich;2;Ausland;111; 
4683;Lengwil;2013;Bezirk Kreuzlingen;2016;1;Männlich;1;Schweiz;609; 
4683;Lengwil;2013;Bezirk Kreuzlingen;2016;1;Männlich;2;Ausland;216; 
4683;Lengwil;2013;Bezirk Kreuzlingen;2016;2;Weiblich;1;Schweiz;649; 
4683;Lengwil;2013;Bezirk Kreuzlingen;2016;2;Weiblich;2;Ausland;208; 
4691;Münsterlingen;2013;Bezirk Kreuzlingen;2016;1;Männlich;1;Schweiz;1018; 
4691;Münsterlingen;2013;Bezirk Kreuzlingen;2016;1;Männlich;2;Ausland;645; 
4691;Münsterlingen;2013;Bezirk Kreuzlingen;2016;2;Weiblich;1;Schweiz;1070; 
4691;Münsterlingen;2013;Bezirk Kreuzlingen;2016;2;Weiblich;2;Ausland;595; 
4696;Tägerwilen;2013;Bezirk Kreuzlingen;2016;1;Männlich;1;Schweiz;1386; 
4696;Tägerwilen;2013;Bezirk Kreuzlingen;2016;1;Männlich;2;Ausland;867; 
4696;Tägerwilen;2013;Bezirk Kreuzlingen;2016;2;Weiblich;1;Schweiz;1487; 
4696;Tägerwilen;2013;Bezirk Kreuzlingen;2016;2;Weiblich;2;Ausland;770; 
4701;Wäldi;2013;Bezirk Kreuzlingen;2016;1;Männlich;1;Schweiz;442; 
4701;Wäldi;2013;Bezirk Kreuzlingen;2016;1;Männlich;2;Ausland;105; 
4701;Wäldi;2013;Bezirk Kreuzlingen;2016;2;Weiblich;1;Schweiz;421; 
4701;Wäldi;2013;Bezirk Kreuzlingen;2016;2;Weiblich;2;Ausland;82; 
4711;Affeltrangen;2015;Bezirk Weinfelden;2016;1;Männlich;1;Schweiz;1082; 
4711;Affeltrangen;2015;Bezirk Weinfelden;2016;1;Männlich;2;Ausland;211; 
4711;Affeltrangen;2015;Bezirk Weinfelden;2016;2;Weiblich;1;Schweiz;1053; 
